Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;CE;SOBRAL;ECONOGÁS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÁS NAT; 08.775.979/0002-62;RUA TABELIÃO IDELFONSO CAVALCANTI;455;;CENTRO;62010-000;GASOLINA;01/01/2025;6,29;;R$ / litro;RAIZEN
NE;CE;SOBRAL;ECONOGÁS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÁS NAT; 08.775.979/0002-62;RUA TABELIÃO IDELFONSO CAVALCANTI;455;;CENTRO;62010-000;GASOLINA ADITIVADA;01/01/2025;6,49;;R$ / litro;RAIZEN
NE;CE;SOBRAL;ECONOGÁS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÁS NAT; 08.775.979/0002-62;RUA TABELIÃO IDELFONSO CAVALCANTI;455;;CENTRO;62010-000;DIESEL S10;01/01/2025;6,19;;R$ / litro;RAIZEN
NE;CE;SOBRAL;ECONOGÁS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÁS NAT; 08.775.979/0002-62;RUA TABELIÃO IDELFONSO CAVALCANTI;455;;CENTRO;62010-000;ETANOL;01/01/2025;5,19;;R$ / litro;RAIZEN
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0002-35;AVENIDA JOSE EUCLIDES FERREIRA GOMES;30;POSTO FLASH;CORACAO DE JESUS;62043-070;GASOLINA;01/01/2025;6,53;;R$ / litro;RAIZEN
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0002-35;AVENIDA JOSE EUCLIDES FERREIRA GOMES;30;POSTO FLASH;CORACAO DE JESUS;62043-070;GASOLINA ADITIVADA;01/01/2025;6,83;;R$ / litro;RAIZEN
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0002-35;AVENIDA JOSE EUCLIDES FERREIRA GOMES;30;POSTO FLASH;CORACAO DE JESUS;62043-070;DIESEL S10;01/01/2025;6,38;;R$ / litro;RAIZEN
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0002-35;AVENIDA JOSE EUCLIDES FERREIRA GOMES;30;POSTO FLASH;CORACAO DE JESUS;62043-070;ETANOL;01/01/2025;5,29;;R$ / litro;RAIZEN
NE;CE;SOBRAL;CENTER POSTO COMERCIAL LTDA; 02.905.892/0001-03;AVENIDA JOSE ARIMATEIA MONTE E SILVA;425;;CAMPOS DOS VELHOS;62114-000;GASOLINA;01/01/2025;6,69;;R$ / litro;VIBRA
NE;CE;SOBRAL;CENTER POSTO COMERCIAL LTDA; 02.905.892/0001-03;AVENIDA JOSE ARIMATEIA MONTE E SILVA;425;;CAMPOS DOS VELHOS;62114-000;GASOLINA ADITIVADA;01/01/2025;6,79;;R$ / litro;VIBRA
NE;CE;SOBRAL;CENTER POSTO COMERCIAL LTDA; 02.905.892/0001-03;AVENIDA JOSE ARIMATEIA MONTE E SILVA;425;;CAMPOS DOS VELHOS;62114-000;DIESEL S10;01/01/2025;6,39;;R$ / litro;VIBRA
NE;CE;SOBRAL;CENTER POSTO COMERCIAL LTDA; 02.905.892/0001-03;AVENIDA JOSE ARIMATEIA MONTE E SILVA;425;;CAMPOS DOS VELHOS;62114-000;ETANOL;01/01/2025;5,29;;R$ / litro;VIBRA
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0001-54;AVENIDA MONSENHOR JOSE ALOISIO PINTO;80;LOJA  01;DOM EXPEDITO;62050-255;GASOLINA;01/01/2025;6,69;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0001-54;AVENIDA MONSENHOR JOSE ALOISIO PINTO;80;LOJA  01;DOM EXPEDITO;62050-255;GASOLINA ADITIVADA;01/01/2025;6,69;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0001-54;AVENIDA MONSENHOR JOSE ALOISIO PINTO;80;LOJA  01;DOM EXPEDITO;62050-255;DIESEL S10;01/01/2025;6,39;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;V.C.EMPREENDIMENTOS LTDA; 03.551.935/0001-54;AVENIDA MONSENHOR JOSE ALOISIO PINTO;80;LOJA  01;DOM EXPEDITO;62050-255;ETANOL;01/01/2025;5,29;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;POSTO SAO DOMINGOS LTDA; 69.366.128/0001-70;AVENIDA DOUTOR GUARANI;854;;JOCELY DANTAS DE ANDRADE TORRES;62042-030;GASOLINA;01/01/2025;6,69;;R$ / litro;RAIZEN
NE;CE;SOBRAL;POSTO SAO DOMINGOS LTDA; 69.366.128/0001-70;AVENIDA DOUTOR GUARANI;854;;JOCELY DANTAS DE ANDRADE TORRES;62042-030;GASOLINA ADITIVADA;01/01/2025;6,99;;R$ / litro;RAIZEN
NE;CE;SOBRAL;POSTO SAO DOMINGOS LTDA; 69.366.128/0001-70;AVENIDA DOUTOR GUARANI;854;;JOCELY DANTAS DE ANDRADE TORRES;62042-030;DIESEL S10;01/01/2025;6,39;;R$ / litro;RAIZEN
NE;CE;SOBRAL;POSTO SAO DOMINGOS LTDA; 69.366.128/0001-70;AVENIDA DOUTOR GUARANI;854;;JOCELY DANTAS DE ANDRADE TORRES;62042-030;ETANOL;01/01/2025;5,29;;R$ / litro;RAIZEN
NE;CE;SOBRAL;POSTO PRINCESA DO NORTE LTDA; 01.914.855/0001-90;RUA MENINO DEUS;691;;CENTRO;62010-310;GASOLINA;01/01/2025;6,64;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;POSTO PRINCESA DO NORTE LTDA; 01.914.855/0001-90;RUA MENINO DEUS;691;;CENTRO;62010-310;GASOLINA ADITIVADA;01/01/2025;6,84;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;POSTO PRINCESA DO NORTE LTDA; 01.914.855/0001-90;RUA MENINO DEUS;691;;CENTRO;62010-310;DIESEL S10;01/01/2025;6,39;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;POSTO PRINCESA DO NORTE LTDA; 01.914.855/0001-90;RUA MENINO DEUS;691;;CENTRO;62010-310;ETANOL;01/01/2025;5,14;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;POSTO DAS AGUAS LTDA; 05.351.082/0001-32; QS 08 AVENIDA AGUAS CLARAS AREA ESPECIAL;4;TAGUATINGA;BRASILIA;71974-000;GASOLINA;01/01/2025;6,13;;R$ / litro;RAIZEN
CO;DF;BRASILIA;POSTO DAS AGUAS LTDA; 05.351.082/0001-32; QS 08 AVENIDA AGUAS CLARAS AREA ESPECIAL;4;TAGUATINGA;BRASILIA;71974-000;GASOLINA ADITIVADA;01/01/2025;6,73;;R$ / litro;RAIZEN
CO;DF;BRASILIA;POSTO DAS AGUAS LTDA; 05.351.082/0001-32; QS 08 AVENIDA AGUAS CLARAS AREA ESPECIAL;4;TAGUATINGA;BRASILIA;71974-000;DIESEL S10;01/01/2025;5,99;;R$ / litro;RAIZEN
CO;DF;BRASILIA;POSTO DAS AGUAS LTDA; 05.351.082/0001-32; QS 08 AVENIDA AGUAS CLARAS AREA ESPECIAL;4;TAGUATINGA;BRASILIA;71974-000;ETANOL;01/01/2025;4,09;;R$ / litro;RAIZEN
SE;MG;UBERLANDIA;OLIVEIRA CARNEIRO COMERCIO DE COMBUSTIVEIS LTDA; 07.857.349/0001-93;PRACA CLARINDA DE FREITAS;375;;PRESIDENTE ROOSEVELT;38401-081;GASOLINA;01/01/2025;5,87;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;OLIVEIRA CARNEIRO COMERCIO DE COMBUSTIVEIS LTDA; 07.857.349/0001-93;PRACA CLARINDA DE FREITAS;375;;PRESIDENTE ROOSEVELT;38401-081;GASOLINA ADITIVADA;01/01/2025;5,87;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;OLIVEIRA CARNEIRO COMERCIO DE COMBUSTIVEIS LTDA; 07.857.349/0001-93;PRACA CLARINDA DE FREITAS;375;;PRESIDENTE ROOSEVELT;38401-081;DIESEL;01/01/2025;5,89;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;OLIVEIRA CARNEIRO COMERCIO DE COMBUSTIVEIS LTDA; 07.857.349/0001-93;PRACA CLARINDA DE FREITAS;375;;PRESIDENTE ROOSEVELT;38401-081;DIESEL S10;01/01/2025;5,99;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;OLIVEIRA CARNEIRO COMERCIO DE COMBUSTIVEIS LTDA; 07.857.349/0001-93;PRACA CLARINDA DE FREITAS;375;;PRESIDENTE ROOSEVELT;38401-081;ETANOL;01/01/2025;3,87;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;DELTA FENIX AUTO POSTO LTDA; 02.064.352/0001-36;AVENIDA IMBAUBA;1777;;TUBALINA-ST CAMPESTR;38402-266;GASOLINA;01/01/2025;5,95;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;DELTA FENIX AUTO POSTO LTDA; 02.064.352/0001-36;AVENIDA IMBAUBA;1777;;TUBALINA-ST CAMPESTR;38402-266;GASOLINA ADITIVADA;01/01/2025;6,05;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;DELTA FENIX AUTO POSTO LTDA; 02.064.352/0001-36;AVENIDA IMBAUBA;1777;;TUBALINA-ST CAMPESTR;38402-266;DIESEL;01/01/2025;5,77;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;DELTA FENIX AUTO POSTO LTDA; 02.064.352/0001-36;AVENIDA IMBAUBA;1777;;TUBALINA-ST CAMPESTR;38402-266;DIESEL S10;01/01/2025;5,87;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;DELTA FENIX AUTO POSTO LTDA; 02.064.352/0001-36;AVENIDA IMBAUBA;1777;;TUBALINA-ST CAMPESTR;38402-266;ETANOL;01/01/2025;3,95;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;CERRADO COMBUSTIVEIS LTDA; 02.927.654/0001-90;RODOVIA BR - 452;S/N;KM    128 5 ANEL VIARIO;INDUSTRIAL;38405-230;GASOLINA ADITIVADA;01/01/2025;6,79;;R$ / litro;IPIRANGA
SE;MG;UBERLANDIA;CERRADO COMBUSTIVEIS LTDA; 02.927.654/0001-90;RODOVIA BR - 452;S/N;KM    128 5 ANEL VIARIO;INDUSTRIAL;38405-230;DIESEL;01/01/2025;5,89;;R$ / litro;IPIRANGA
SE;MG;UBERLANDIA;CERRADO COMBUSTIVEIS LTDA; 02.927.654/0001-90;RODOVIA BR - 452;S/N;KM    128 5 ANEL VIARIO;INDUSTRIAL;38405-230;DIESEL S10;01/01/2025;5,99;;R$ / litro;IPIRANGA
SE;MG;UBERLANDIA;CERRADO COMBUSTIVEIS LTDA; 02.927.654/0001-90;RODOVIA BR - 452;S/N;KM    128 5 ANEL VIARIO;INDUSTRIAL;38405-230;ETANOL;01/01/2025;4,59;;R$ / litro;IPIRANGA
SE;MG;UBERLANDIA;POSTO 6 LTDA; 04.471.418/0001-38;AVENIDA TAYLOR SILVA;824;;PARQUE GUARANI III;38415-402;GASOLINA;01/01/2025;5,85;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;POSTO 6 LTDA; 04.471.418/0001-38;AVENIDA TAYLOR SILVA;824;;PARQUE GUARANI III;38415-402;GASOLINA ADITIVADA;01/01/2025;6,09;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;POSTO 6 LTDA; 04.471.418/0001-38;AVENIDA TAYLOR SILVA;824;;PARQUE GUARANI III;38415-402;DIESEL;01/01/2025;5,69;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;POSTO 6 LTDA; 04.471.418/0001-38;AVENIDA TAYLOR SILVA;824;;PARQUE GUARANI III;38415-402;DIESEL S10;01/01/2025;5,79;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;POSTO 6 LTDA; 04.471.418/0001-38;AVENIDA TAYLOR SILVA;824;;PARQUE GUARANI III;38415-402;ETANOL;01/01/2025;3,95;;R$ / litro;BRANCA
SE;MG;UBERLANDIA;AUTO POSTO BIGUA LTDA; 03.817.826/0001-36;AVENIDA JOAO PESSOA;1180;;BOM JESUS;38405-324;GASOLINA;01/01/2025;5,97;;R$ / litro;RAIZEN
SE;MG;UBERLANDIA;AUTO POSTO BIGUA LTDA; 03.817.826/0001-36;AVENIDA JOAO PESSOA;1180;;BOM JESUS;38405-324;GASOLINA ADITIVADA;01/01/2025;6,37;;R$ / litro;RAIZEN
SE;MG;UBERLANDIA;AUTO POSTO BIGUA LTDA; 03.817.826/0001-36;AVENIDA JOAO PESSOA;1180;;BOM JESUS;38405-324;ETANOL;01/01/2025;3,97;;R$ / litro;RAIZEN
SE;MG;UBERLANDIA;POSTO ANDRADAS LTDA; 03.805.145/0001-58;RUA MONTE CARMELO;1202;;MARTINS;38400-470;GASOLINA;01/01/2025;5,86;;R$ / litro;VIBRA
SE;MG;UBERLANDIA;POSTO ANDRADAS LTDA; 03.805.145/0001-58;RUA MONTE CARMELO;1202;;MARTINS;38400-470;GASOLINA ADITIVADA;01/01/2025;5,96;;R$ / litro;VIBRA
SE;MG;UBERLANDIA;POSTO ANDRADAS LTDA; 03.805.145/0001-58;RUA MONTE CARMELO;1202;;MARTINS;38400-470;DIESEL S10;01/01/2025;5,98;;R$ / litro;VIBRA
SE;MG;UBERLANDIA;POSTO ANDRADAS LTDA; 03.805.145/0001-58;RUA MONTE CARMELO;1202;;MARTINS;38400-470;ETANOL;01/01/2025;3,86;;R$ / litro;VIBRA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE COMBUSTIVEIS CONTORNO DE CAMPOS LTDA; 31.212.889/0002-85;AVENIDA NILO PECANHA;614;/822 PATIO;PQ SANTO AMARO;28030-035;GNV;01/01/2025;5,39;;R$ / m³;VIBRA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE COMBUSTIVEIS CONTORNO DE CAMPOS LTDA; 31.212.889/0002-85;AVENIDA NILO PECANHA;614;/822 PATIO;PQ SANTO AMARO;28030-035;GASOLINA;01/01/2025;6,49;;R$ / litro;VIBRA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE COMBUSTIVEIS CONTORNO DE CAMPOS LTDA; 31.212.889/0002-85;AVENIDA NILO PECANHA;614;/822 PATIO;PQ SANTO AMARO;28030-035;GASOLINA ADITIVADA;01/01/2025;6,69;;R$ / litro;VIBRA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE COMBUSTIVEIS CONTORNO DE CAMPOS LTDA; 31.212.889/0002-85;AVENIDA NILO PECANHA;614;/822 PATIO;PQ SANTO AMARO;28030-035;ETANOL;01/01/2025;4,79;;R$ / litro;VIBRA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE COMBUSTIVEIS B J LTDA; 06.211.735/0001-40;RUA BENEDITO QUEIROZ;1;;TURF CLUB;28024-040;GASOLINA;01/01/2025;6,42;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE COMBUSTIVEIS B J LTDA; 06.211.735/0001-40;RUA BENEDITO QUEIROZ;1;;TURF CLUB;28024-040;DIESEL S10;01/01/2025;6,09;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE COMBUSTIVEIS B J LTDA; 06.211.735/0001-40;RUA BENEDITO QUEIROZ;1;;TURF CLUB;28024-040;ETANOL;01/01/2025;4,74;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;CORDEIRO BARROSO PETROLEO LTDA; 05.064.564/0001-01;AVENIDA VINTE E OITO DE MARCO;458;;CENTRO;28020-740;GNV;01/01/2025;5,39;;R$ / m³;VIBRA
SE;RJ;CAMPOS DOS GOYTACAZES;CORDEIRO BARROSO PETROLEO LTDA; 05.064.564/0001-01;AVENIDA VINTE E OITO DE MARCO;458;;CENTRO;28020-740;GASOLINA;01/01/2025;6,49;;R$ / litro;VIBRA
SE;RJ;CAMPOS DOS GOYTACAZES;CORDEIRO BARROSO PETROLEO LTDA; 05.064.564/0001-01;AVENIDA VINTE E OITO DE MARCO;458;;CENTRO;28020-740;GASOLINA ADITIVADA;01/01/2025;6,62;;R$ / litro;VIBRA
SE;RJ;CAMPOS DOS GOYTACAZES;CORDEIRO BARROSO PETROLEO LTDA; 05.064.564/0001-01;AVENIDA VINTE E OITO DE MARCO;458;;CENTRO;28020-740;ETANOL;01/01/2025;4,79;;R$ / litro;VIBRA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE SERVICOS SAO SALVADOR LTDA; 28.875.086/0002-04;AVENIDA DEPUTADO ALAIR FERREIRA;109;ANEXO 113;TURFF CLUB;28010-810;GNV;01/01/2025;5,39;;R$ / m³;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE SERVICOS SAO SALVADOR LTDA; 28.875.086/0002-04;AVENIDA DEPUTADO ALAIR FERREIRA;109;ANEXO 113;TURFF CLUB;28010-810;GASOLINA;01/01/2025;6,49;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE SERVICOS SAO SALVADOR LTDA; 28.875.086/0002-04;AVENIDA DEPUTADO ALAIR FERREIRA;109;ANEXO 113;TURFF CLUB;28010-810;GASOLINA ADITIVADA;01/01/2025;6,56;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE SERVICOS SAO SALVADOR LTDA; 28.875.086/0002-04;AVENIDA DEPUTADO ALAIR FERREIRA;109;ANEXO 113;TURFF CLUB;28010-810;ETANOL;01/01/2025;4,79;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE SERVICOS SAO SALVADOR LTDA; 28.875.086/0001-15;RODOVIA SOUTO MAIOR;182;;GOITACAZES;28148-000;GNV;01/01/2025;5,39;;R$ / m³;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE SERVICOS SAO SALVADOR LTDA; 28.875.086/0001-15;RODOVIA SOUTO MAIOR;182;;GOITACAZES;28148-000;GASOLINA;01/01/2025;6,43;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE SERVICOS SAO SALVADOR LTDA; 28.875.086/0001-15;RODOVIA SOUTO MAIOR;182;;GOITACAZES;28148-000;GASOLINA ADITIVADA;01/01/2025;6,53;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE SERVICOS SAO SALVADOR LTDA; 28.875.086/0001-15;RODOVIA SOUTO MAIOR;182;;GOITACAZES;28148-000;DIESEL;01/01/2025;6,09;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE SERVICOS SAO SALVADOR LTDA; 28.875.086/0001-15;RODOVIA SOUTO MAIOR;182;;GOITACAZES;28148-000;DIESEL S10;01/01/2025;6,19;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE SERVICOS SAO SALVADOR LTDA; 28.875.086/0001-15;RODOVIA SOUTO MAIOR;182;;GOITACAZES;28148-000;ETANOL;01/01/2025;4,72;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO SAO LUCAS DE CAMPOS LTDA; 04.718.173/0001-09;RODOVIA BR-101 KM 80,5;S/N;;IBITIOCA;28120-000;GASOLINA;01/01/2025;5,69;;R$ / litro;RAIZEN
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO SAO LUCAS DE CAMPOS LTDA; 04.718.173/0001-09;RODOVIA BR-101 KM 80,5;S/N;;IBITIOCA;28120-000;DIESEL;01/01/2025;5,79;;R$ / litro;RAIZEN
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO SAO LUCAS DE CAMPOS LTDA; 04.718.173/0001-09;RODOVIA BR-101 KM 80,5;S/N;;IBITIOCA;28120-000;ETANOL;01/01/2025;4,19;;R$ / litro;RAIZEN
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE GASOLINA TURF-CLUB LTDA; 39.695.887/0001-15;RUA RIACHUELO;652;652/658;TURF CLUB;28013-450;GNV;01/01/2025;5,39;;R$ / m³;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE GASOLINA TURF-CLUB LTDA; 39.695.887/0001-15;RUA RIACHUELO;652;652/658;TURF CLUB;28013-450;GASOLINA;01/01/2025;6,49;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE GASOLINA TURF-CLUB LTDA; 39.695.887/0001-15;RUA RIACHUELO;652;652/658;TURF CLUB;28013-450;GASOLINA ADITIVADA;01/01/2025;6,56;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE COMBUSTIVEL E LANCHONETE NOSSA SENHORA DA CONCEICAO DE DONANA LTDA; 39.686.407/0001-50;AVENIDA LOURIVAL MARTINS BEDA;575;;DANANA;28030-002;GASOLINA;01/01/2025;6,42;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE COMBUSTIVEL E LANCHONETE NOSSA SENHORA DA CONCEICAO DE DONANA LTDA; 39.686.407/0001-50;AVENIDA LOURIVAL MARTINS BEDA;575;;DANANA;28030-002;DIESEL;01/01/2025;5,88;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE COMBUSTIVEL E LANCHONETE NOSSA SENHORA DA CONCEICAO DE DONANA LTDA; 39.686.407/0001-50;AVENIDA LOURIVAL MARTINS BEDA;575;;DANANA;28030-002;DIESEL S10;01/01/2025;5,95;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO DE COMBUSTIVEL E LANCHONETE NOSSA SENHORA DA CONCEICAO DE DONANA LTDA; 39.686.407/0001-50;AVENIDA LOURIVAL MARTINS BEDA;575;;DANANA;28030-002;ETANOL;01/01/2025;4,74;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;POSTO SANTO ANDRE LTDA; 28.888.915/0001-02;RODOVIA RAUL SOUTO MAIOR;114;;GOYTACAZES;28100-000;GASOLINA;01/01/2025;6,49;;R$ / litro;VIBRA
SE;RJ;CAMPOS DOS GOYTACAZES;TOP SET AUTO POSTO LTDA; 28.346.559/0001-97;AVENIDA OSWALDO CARDOSO DE MELO;295;0;CENTRO;28030-110;GNV;01/01/2025;5,39;;R$ / m³;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;TOP SET AUTO POSTO LTDA; 28.346.559/0001-97;AVENIDA OSWALDO CARDOSO DE MELO;295;0;CENTRO;28030-110;GASOLINA;01/01/2025;6,49;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;TOP SET AUTO POSTO LTDA; 28.346.559/0001-97;AVENIDA OSWALDO CARDOSO DE MELO;295;0;CENTRO;28030-110;GASOLINA ADITIVADA;01/01/2025;6,49;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;TOP SET AUTO POSTO LTDA; 28.346.559/0001-97;AVENIDA OSWALDO CARDOSO DE MELO;295;0;CENTRO;28030-110;DIESEL S10;01/01/2025;5,99;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;TOP SET AUTO POSTO LTDA; 28.346.559/0001-97;AVENIDA OSWALDO CARDOSO DE MELO;295;0;CENTRO;28030-110;ETANOL;01/01/2025;4,79;;R$ / litro;IPIRANGA
SE;RJ;CAMPOS DOS GOYTACAZES;CAMPOS GAROUPA LTDA.; 03.581.079/0002-60;AVENIDA 15 DE NOVEMBRO;353;;CENTRO;28030-002;GASOLINA ADITIVADA;01/01/2025;6,47;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;CAMPOS GAROUPA LTDA.; 03.581.079/0002-60;AVENIDA 15 DE NOVEMBRO;353;;CENTRO;28030-002;DIESEL S10;01/01/2025;6,09;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;CAMPOS GAROUPA LTDA.; 03.581.079/0002-60;AVENIDA 15 DE NOVEMBRO;353;;CENTRO;28030-002;ETANOL;01/01/2025;4,74;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;CAMPOS GAROUPA LTDA.; 03.581.079/0002-60;AVENIDA 15 DE NOVEMBRO;353;;CENTRO;28030-002;GNV;01/01/2025;5,39;;R$ / m³;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;CAMPOS GAROUPA LTDA.; 03.581.079/0002-60;AVENIDA 15 DE NOVEMBRO;353;;CENTRO;28030-002;GASOLINA;01/01/2025;6,44;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;REDE ENERGIA LTDA; 03.433.342/0001-93;RUA ALBERTO LAMEGO;895/;905;CENTRO;28015-622;GASOLINA;01/01/2025;6,44;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;REDE ENERGIA LTDA; 03.433.342/0001-93;RUA ALBERTO LAMEGO;895/;905;CENTRO;28015-622;GASOLINA ADITIVADA;01/01/2025;6,49;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;REDE ENERGIA LTDA; 03.433.342/0001-93;RUA ALBERTO LAMEGO;895/;905;CENTRO;28015-622;DIESEL;01/01/2025;6,05;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;REDE ENERGIA LTDA; 03.433.342/0001-93;RUA ALBERTO LAMEGO;895/;905;CENTRO;28015-622;DIESEL S10;01/01/2025;6,09;;R$ / litro;BRANCA
SE;RJ;CAMPOS DOS GOYTACAZES;REDE ENERGIA LTDA; 03.433.342/0001-93;RUA ALBERTO LAMEGO;895/;905;CENTRO;28015-622;ETANOL;01/01/2025;4,74;;R$ / litro;BRANCA
NE;RN;CAICO;AUTO POSTO IRMAOS LTDA; 08.533.200/0001-11;RUA RENATO DANTAS;787;;CENTRO;59300-000;GASOLINA;01/01/2025;6,19;;R$ / litro;RAIZEN
NE;RN;CAICO;AUTO POSTO IRMAOS LTDA; 08.533.200/0001-11;RUA RENATO DANTAS;787;;CENTRO;59300-000;GASOLINA ADITIVADA;01/01/2025;6,41;;R$ / litro;RAIZEN
NE;RN;CAICO;AUTO POSTO IRMAOS LTDA; 08.533.200/0001-11;RUA RENATO DANTAS;787;;CENTRO;59300-000;DIESEL;01/01/2025;6,59;;R$ / litro;RAIZEN
NE;RN;CAICO;AUTO POSTO IRMAOS LTDA; 08.533.200/0001-11;RUA RENATO DANTAS;787;;CENTRO;59300-000;ETANOL;01/01/2025;4,29;;R$ / litro;RAIZEN
NE;RN;CAICO;POSTO CAICO LTDA; 04.209.396/0001-32;RUA MANOEL GONCALVES DE MELO;375;;BARRA NOVA;59300-000;GASOLINA;01/01/2025;5,79;;R$ / litro;VIBRA
NE;RN;CAICO;POSTO CAICO LTDA; 04.209.396/0001-32;RUA MANOEL GONCALVES DE MELO;375;;BARRA NOVA;59300-000;DIESEL;01/01/2025;6,49;;R$ / litro;VIBRA
NE;RN;CAICO;POSTO CAICO LTDA; 04.209.396/0001-32;RUA MANOEL GONCALVES DE MELO;375;;BARRA NOVA;59300-000;DIESEL S10;01/01/2025;6,59;;R$ / litro;VIBRA
NE;RN;CAICO;POSTO CAICO LTDA; 04.209.396/0001-32;RUA MANOEL GONCALVES DE MELO;375;;BARRA NOVA;59300-000;ETANOL;01/01/2025;3,99;;R$ / litro;VIBRA
